bill_id,date,chamber,sequence,action
1901140,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1901140,2025-01-02,Council,2,"Final Reading"
1901140,2025-01-02,Council,3,"Approved with Resolution Number R26-0004"
1901140,2025-01-07,Council,4,"Retained by the Council"
1901140,2025-01-10,Council,5,"Notice of Intent to Act on PR26-0004 Published in the DC Register"
1901140,2025-01-17,Council,6,"Resolution R26-0004, Effective from Jan 02, 2025 Published in DC Register Vol 72 and Page 000379"
1901141,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1901141,2025-01-02,Council,2,"Final Reading"
1901141,2025-01-02,Council,3,"Amendment (Henderson #1)"
1901141,2025-01-02,Council,4,"Amendment (Allen)"
1901141,2025-01-02,Council,5,"Oral Amendments (Mendelson)"
1901141,2025-01-02,Council,6,"Amendment (Henderson #2)"
1901141,2025-01-02,Council,7,"Amendment (Henderson #3)"
1901141,2025-01-02,Council,8,"Approved with Resolution Number R26-0001"
1901141,2025-01-07,Council,9,"Retained by the Council"
1901141,2025-01-10,Council,10,"Notice of Intent to Act on PR26-0001 Published in the DC Register"
1901141,2025-02-14,Council,11,"Resolution R26-0001, Effective from Jan 02, 2025 Published in DC Register Vol 72 and Page 001289"
1901142,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1901142,2025-01-02,Council,2,"Final Reading"
1901142,2025-01-02,Council,3,"Approved with Resolution Number R26-0005"
1901142,2025-01-07,Council,4,"Retained by the Council"
1901142,2025-01-10,Council,5,"Notice of Intent to Act on PR26-0005 Published in the DC Register"
1901142,2025-01-17,Council,6,"Resolution R26-0005, Effective from Jan 02, 2025 Published in DC Register Vol 72 and Page 000380"
1901143,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1901143,2025-01-02,Council,2,"Final Reading"
1901143,2025-01-02,Council,3,"Approved with Resolution Number R26-0003"
1901143,2025-01-07,Council,4,"Retained by the Council"
1901143,2025-01-10,Council,5,"Notice of Intent to Act on PR26-0003 Published in the DC Register"
1901143,2025-01-17,Council,6,"Resolution R26-0003, Effective from Jan 02, 2025 Published in DC Register Vol 72 and Page 000378"
1901144,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1901144,2025-01-07,Council,2,"Retained by the Council"
1901144,2025-01-07,Council,3,"Final Reading"
1901144,2025-01-07,Council,4,"Approved with Resolution Number R26-0013"
1901144,2025-01-17,Council,5,"Resolution R26-0013, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 000389"
1901145,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1901145,2025-01-07,Council,2,"Retained by the Council"
1901145,2025-01-07,Council,3,"Final Reading"
1901145,2025-01-07,Council,4,"Approved with Resolution Number R26-0012"
1901145,2025-01-17,Council,5,"Resolution R26-0012, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 000388"
1901146,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1901146,2025-01-02,Council,2,"Final Reading"
1901146,2025-01-02,Council,3,"Approved with Resolution Number R26-0002"
1901146,2025-01-07,Council,4,"Retained by the Council"
1901146,2025-01-10,Council,5,"Notice of Intent to Act on PR26-0002 Published in the DC Register"
1901146,2025-01-17,Council,6,"Resolution R26-0002, Effective from Jan 02, 2025 Published in DC Register Vol 72 and Page 000376"
1901737,2024-10-24,Council,1,"Introduced in Office of the Secretary"
1901737,2024-10-29,Council,2,"Referred to Committee on Business and Economic Development"
1901737,2025-01-10,Council,3,"Notice of Intent to Act on PR26-0011 Published in the DC Register"
1901738,2024-10-10,Council,1,"Introduced in Office of the Secretary"
1901738,2024-10-15,Council,2,"Referred to Committee on Transportation and the Environment"
1901738,2024-11-26,Council,3,"Notice of Public Hearing Published in the DC Register"
1901738,2024-11-29,Council,4,"Notice of Public Hearing Published in the DC Register"
1901738,2024-12-11,Council,5,"Roundtable Hearing Held"
1901738,2024-12-18,Council,6,"Committee Mark-up of PR26-0009"
1901738,2025-01-05,Council,7,"Committee Report Filed"
1901738,2025-01-07,Council,8,"Final Reading"
1901738,2025-01-07,Council,9,"Approved with Resolution Number R26-0009"
1901738,2025-01-10,Council,10,"Notice of Intent to Act on PR26-0009 Published in the DC Register"
1901738,2025-01-17,Council,11,"Resolution R26-0009, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 000384"
1901739,2024-12-19,Council,1,"Introduced in Office of the Secretary"
1901739,2025-01-07,Council,2,"Referred to Committee on Judiciary and Public Safety"
1901739,2025-01-10,Council,3,"Notice of Intent to Act on PR26-0013 Published in the DC Register"
1901740,2024-09-27,Council,1,"Introduced in Office of the Secretary"
1901740,2024-10-01,Council,2,"Referred to Committee on Executive Administration and Labor"
1901740,2025-01-06,Council,3,Withdrawn
1901741,2024-12-16,Council,1,"Introduced in Office of the Secretary"
1901741,2025-01-07,Council,2,"Retained by the Council"
1901741,2025-01-09,Council,3,"Notice of Public Hearing Published in the DC Register"
1901741,2025-01-10,Council,4,"Notice of Intent to Act on PR26-0014 Published in the DC Register"
1901741,2025-01-28,Council,5,"Public Hearing Held"
1901741,2025-02-04,Council,6,"Amendment (MENDELSON)"
1901741,2025-02-04,Council,7,"Amendment (MENDELSON)"
1901741,2025-02-04,Council,8,"Final Reading"
1901741,2025-02-04,Council,9,"Approved with Resolution Number R26-0017"
1901741,2025-02-14,Council,10,"Resolution R26-0017, Effective from Feb 04, 2025 Published in DC Register Vol 72 and Page 001437"
1901742,2024-11-25,Council,1,"Introduced in Office of the Secretary"
1901742,2024-12-03,Council,2,"Referred to Committee on Business and Economic Development"
1901742,2025-01-10,Council,3,"Notice of Intent to Act on PR26-0012 Published in the DC Register"
1901743,2024-10-18,Council,1,"Introduced in Office of the Secretary"
1901743,2024-10-29,Council,2,"Referred to Committee on Transportation and the Environment"
1901743,2024-11-26,Council,3,"Notice of Public Hearing Published in the DC Register"
1901743,2024-11-29,Council,4,"Notice of Public Hearing Published in the DC Register"
1901743,2024-12-11,Council,5,"Roundtable Hearing Held"
1901743,2024-12-18,Council,6,"Committee Mark-up of PR26-0010"
1901743,2025-01-05,Council,7,"Committee Report Filed"
1901743,2025-01-07,Council,8,"Final Reading"
1901743,2025-01-10,Council,9,"Notice of Intent to Act on PR26-0010 Published in the DC Register"
1901743,2025-01-17,Council,10,"Resolution R26-0010, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 000385"
1904817,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904817,2025-01-10,Council,2,"Notice of Intent to Act on B26-0026 Published in the DC Register"
1904817,2025-01-21,Council,3,"Referred to Committee on Business and Economic Development"
1904829,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904829,2025-01-07,Council,2,"Referred to Committee on Committee of the Whole"
1904829,2025-01-10,Council,3,"Notice of Intent to Act on B26-0021 Published in the DC Register"
1904841,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904841,2025-01-07,Council,2,"Retained by the Council"
1904841,2025-01-07,Council,3,"Final Reading, CC"
1904841,2025-01-23,Council,4,"Transmitted to Mayor, Response Due on February 6, 2025"
1904841,2025-01-31,Council,5,"Signed by the Mayor and Enacted with Act Number A26-0002, Expires on May 01, 2025"
1904841,2025-02-03,Council,6,"Returned from Mayor"
1904841,2025-02-07,Council,7,"Act A26-0002 Published in DC Register Vol 72 and Page 001130, Expires on May 01, 2025"
1904854,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904854,2025-01-07,Council,2,"Retained by the Council"
1904854,2025-01-07,Council,3,"Final Reading"
1904854,2025-01-23,Council,4,"Transmitted to Mayor, Response Due on February 6, 2025"
1904854,2025-02-03,Council,5,"Signed by the Mayor and Enacted with Act Number A26-0003, Expires on May 04, 2025"
1904854,2025-02-04,Council,6,"Returned from Mayor"
1904854,2025-02-07,Council,7,"Act A26-0003 Published in DC Register Vol 72 and Page 001133, Expires on May 04, 2025"
1904867,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904867,2025-01-10,Council,2,"Notice of Intent to Act on B26-0029 Published in the DC Register"
1904867,2025-01-21,Council,3,"Referred to Committee on Committee of the Whole"
1904867,2025-02-18,Council,4,"Committee Mark-up of B26-0029"
1904867,2025-03-04,Council,5,"First Reading, CC"
1904867,2025-04-01,Council,6,"Final Reading, CC"
1904867,2025-04-09,Council,7,"Transmitted to Mayor, Response Due on April 24, 2025"
1904867,2025-04-24,Council,8,"Returned from Mayor"
1904867,2025-04-25,Council,9,"Enacted without Mayor's Signature with Act Number A26-0059"
1904867,2025-05-02,Council,10,"Act A26-0059 Published in DC Register Vol 72 and Page 005314"
1904867,2025-08-26,Council,11,"Notice of Mark-up filed in the Office of Secretary"
1904879,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1904879,2025-01-07,Council,2,"Retained by the Council"
1904879,2025-01-07,Council,3,"Amendment in the Nature of a Substitute (Allen)"
1904879,2025-01-07,Council,4,"Final Reading"
1904879,2025-01-23,Council,5,"Transmitted to Mayor, Response Due on February 6, 2025"
1904879,2025-02-03,Council,6,"Signed by the Mayor and Enacted with Act Number A26-0004, Expires on May 04, 2025"
1904879,2025-02-04,Council,7,"Returned from Mayor"
1904879,2025-02-14,Council,8,"Act A26-0004 Published in DC Register Vol 72 and Page 001287, Expires on May 04, 2025"
1904892,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904892,2025-01-07,Council,2,"Retained by the Council"
1904892,2025-01-07,Council,3,"Final Reading, CC"
1904892,2025-01-07,Council,4,"Approved with Resolution Number R26-0006"
1904892,2025-01-17,Council,5,"Resolution R26-0006, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 000381"
1904904,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904904,2025-01-07,Council,2,"Referred to Committee on Business and Economic Development"
1904904,2025-01-10,Council,3,"Notice of Intent to Act on B26-0023 Published in the DC Register"
1904904,2025-02-21,Council,4,"Notice of Mark-up filed in the Office of Secretary"
1904904,2025-02-24,Council,5,"Committee Mark-up of B26-0023"
1904904,2025-02-25,Council,6,"Committee Report Filed"
1904904,2025-03-04,Council,7,"First Reading"
1904904,2025-04-01,Council,8,"Final Reading"
1904904,2025-04-07,Council,9,"Transmitted to Mayor, Response Due on April 22, 2025"
1904904,2025-04-22,Council,10,"Returned from Mayor"
1904904,2025-04-22,Council,11,"Signed by the Mayor and Enacted with Act Number A26-0043"
1904904,2025-04-25,Council,12,"Act A26-0043 Published in DC Register Vol 72 and Page 004876"
1904904,2025-04-28,Council,13,"Transmitted to Congress"
1904904,2025-06-20,Council,14,"Law L26-0006, Effective from Jun 10, 2025 Published in DC Register Vol 72 and Page 006761"
1904916,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1904916,2025-01-07,Council,2,"Referred to Committee on Committee of the Whole"
1904916,2025-01-10,Council,3,"Notice of Intent to Act on B26-0013 Published in the DC Register"
1904916,2025-02-18,Council,4,"Committee Mark-up of B26-0013"
1904916,2025-03-04,Council,5,"Committee Report Filed"
1904916,2025-03-04,Council,6,"First Reading, CC"
1904916,2025-04-01,Council,7,"Final Reading, CC"
1904916,2025-04-22,Council,8,"Transmitted to Mayor, Response Due on May 6, 2025"
1904916,2025-04-24,Council,9,"Signed by the Mayor and Enacted with Act Number A26-0064"
1904916,2025-04-29,Council,10,"Returned from Mayor"
1904916,2025-05-01,Council,11,"Transmitted to Congress"
1904916,2025-05-02,Council,12,"Act A26-0064 Published in DC Register Vol 72 and Page 005335"
1904916,2025-06-20,Council,13,"Law L26-0012, Effective from Jun 13, 2025 Published in DC Register Vol 72 and Page 006766"
1904916,2025-08-26,Council,14,"Notice of Mark-up filed in the Office of Secretary"
1904929,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904929,2025-01-07,Council,2,"Retained by the Council"
1904929,2025-01-07,Council,3,"Final Reading"
1904929,2025-01-07,Council,4,"Approved with Resolution Number R26-0011"
1904929,2025-01-17,Council,5,"Resolution R26-0011, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 000386"
1904942,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1904942,2025-01-07,Council,2,"Retained by the Council"
1904942,2025-01-07,Council,3,"First Reading"
1904942,2025-01-17,Council,4,"Notice of Intent to Act on B26-0007 Published in the DC Register"
1904942,2025-02-04,Council,5,"Postponed Indefinitely"
1904954,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904954,2025-01-10,Council,2,"Notice of Intent to Act on B26-0027 Published in the DC Register"
1904954,2025-01-21,Council,3,"Referred to Committee on Judiciary and Public Safety"
1904954,2025-04-02,Council,4,"Notice of Public Hearing Published in the DC Register"
1904954,2025-04-02,Council,5,"Notice of Public Hearing Published in the DC Register"
1904954,2025-04-04,Council,6,"Notice of Public Hearing Published in the DC Register"
1904954,2025-04-04,Council,7,"Notice of Public Hearing Published in the DC Register"
1904954,2025-04-23,Council,8,"Public Hearing Held"
1904954,2025-04-24,Council,9,"Public Hearing Held"
1904967,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1904967,2025-01-07,Council,2,"Retained by the Council"
1904967,2025-01-07,Council,3,"Final Reading, CC"
1904967,2025-02-24,Council,4,"Transmitted to Mayor, Response Due on March 10, 2025"
1904967,2025-02-27,Council,5,"Signed by the Mayor and Enacted with Act Number A26-0020, Expires on May 28, 2025"
1904967,2025-03-03,Council,6,"Returned from Mayor"
1904967,2025-03-07,Council,7,"Act A26-0020 Published in DC Register Vol 72 and Page 002252, Expires on May 28, 2025"
1904980,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1904980,2025-01-07,Council,2,"Retained by the Council"
1904980,2025-01-07,Council,3,"Final Reading, CC"
1904980,2025-01-07,Council,4,"Approved with Resolution Number ACR26-0001"
1904980,2025-03-07,Council,5,"Resolution ACR26-0001, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 002254"
1904992,2025-01-02,Council,1,"Introduced in Office of the Secretary"
1904992,2025-01-07,Council,2,"Retained by the Council"
1904992,2025-01-07,Council,3,"CM Allen (Amendment in the Nature of a Substitute)"
1904992,2025-01-07,Council,4,"CM L. George (Oral Amendment to Allen's Amendment in the Nature of a Substitute)"
1904992,2025-01-07,Council,5,"Final Reading"
1904992,2025-01-07,Council,6,"Approved with Resolution Number R26-0014"
1904992,2025-01-17,Council,7,"Resolution R26-0014, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 000390"
1905004,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905004,2025-01-07,Council,2,"Referred to Committee on Business and Economic Development"
1905004,2025-01-10,Council,3,"Notice of Intent to Act on B26-0019 Published in the DC Register"
1905017,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905017,2025-01-07,Council,2,"Referred to Committee on Business and Economic Development"
1905017,2025-01-10,Council,3,"Notice of Intent to Act on B26-0014 Published in the DC Register"
1905029,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905029,2025-01-07,Council,2,"Retained by the Council"
1905029,2025-01-07,Council,3,"Final Reading, CC"
1905029,2025-01-23,Council,4,"Transmitted to Mayor, Response Due on February 6, 2025"
1905029,2025-01-29,Council,5,"Signed by the Mayor and Enacted with Act Number A26-0001, Expires on Apr 29, 2025"
1905029,2025-02-03,Council,6,"Returned from Mayor"
1905029,2025-02-07,Council,7,"Act A26-0001 Published in DC Register Vol 72 and Page 001126, Expires on Apr 29, 2025"
1905042,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905042,2025-01-07,Council,2,"Referred to Committee on Executive Administration and Labor"
1905042,2025-01-10,Council,3,"Notice of Intent to Act on PR26-0021 Published in the DC Register"
1905042,2025-01-23,Council,4,"Notice of Mark-up filed in the Office of Secretary"
1905042,2025-01-27,Council,5,"Committee Mark-up of PR26-0021"
1905042,2025-01-27,Council,6,"Committee Report Filed"
1905042,2025-02-04,Council,7,"Final Reading"
1905042,2025-02-04,Council,8,"Approved with Resolution Number R26-0033"
1905042,2025-02-14,Council,9,"Resolution R26-0033, Effective from Feb 04, 2025 Published in DC Register Vol 72 and Page 001462"
1905055,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905055,2025-01-07,Council,2,"Retained by the Council"
1905055,2025-01-07,Council,3,"Final Reading, CC"
1905055,2025-01-07,Council,4,"Approved with Resolution Number R26-0008"
1905055,2025-01-17,Council,5,"Resolution R26-0008, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 000383"
1905067,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905067,2025-01-07,Council,2,"Retained by the Council"
1905067,2025-01-07,Council,3,"First Reading"
1905067,2025-01-17,Council,4,"Notice of Intent to Act on B26-0003 Published in the DC Register"
1905067,2025-02-04,Council,5,"Final Reading, CC"
1905067,2025-02-06,Council,6,"Transmitted to Mayor, Response Due on February 21, 2025"
1905067,2025-02-13,Council,7,"Signed by the Mayor and Enacted with Act Number A26-0005"
1905067,2025-02-14,Council,8,"Returned from Mayor"
1905067,2025-02-21,Council,9,"Act A26-0005 Published in DC Register Vol 72 and Page 001640"
1905067,2025-02-25,Council,10,"Transmitted to Congress"
1905067,2025-04-18,Council,11,"Law L26-0001, Effective from Apr 08, 2025 Published in DC Register Vol 72 and Page 004547, Expires on Nov 19, 2025"
1905080,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905080,2025-01-07,Council,2,"Referred to Committee on Business and Economic Development"
1905080,2025-01-10,Council,3,"Notice of Intent to Act on B26-0022 Published in the DC Register"
1905080,2025-03-18,Council,4,"Notice of Mark-up filed in the Office of Secretary"
1905080,2025-03-20,Council,5,"Committee Mark-up of B26-0022"
1905080,2025-03-25,Council,6,"Committee Report Filed"
1905080,2025-04-01,Council,7,"First Reading, CC"
1905080,2025-05-06,Council,8,"Final Reading, CC"
1905080,2025-05-15,Council,9,"Transmitted to Mayor, Response Due on May 30, 2025"
1905080,2025-05-28,Council,10,"Signed by the Mayor and Enacted with Act Number A26-0073"
1905080,2025-05-29,Council,11,"Returned from Mayor"
1905080,2025-06-04,Council,12,"Transmitted to Congress"
1905080,2025-06-06,Council,13,"Act A26-0073 Published in DC Register Vol 72 and Page 006445"
1905080,2025-07-18,Council,14,"Law Number L26-0019 Effective from Jul 18, 2025"
1905092,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905092,2025-01-07,Council,2,"Referred to Committee on Committee of the Whole"
1905092,2025-01-10,Council,3,"Notice of Intent to Act on PR26-0020 Published in the DC Register"
1905092,2025-02-24,Council,4,"Notice of Public Hearing Published in the DC Register"
1905092,2025-02-28,Council,5,"Notice of Public Hearing Published in the DC Register"
1905092,2025-03-06,Council,6,"Roundtable Hearing Held"
1905092,2025-05-22,Council,7,"Notice of Public Hearing Published in the DC Register"
1905092,2025-05-23,Council,8,"Roundtable Hearing Held"
1905092,2025-09-08,Council,9,"Notice of Public Hearing Published in the DC Register"
1905092,2025-09-19,Council,10,"Roundtable Hearing"
1905104,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905104,2025-01-07,Council,2,"Referred to Committee on Business and Economic Development"
1905104,2025-01-10,Council,3,"Notice of Intent to Act on B26-0010 Published in the DC Register"
1905104,2025-02-25,Council,4,"Notice of Public Hearing Published in the DC Register"
1905104,2025-02-28,Council,5,"Notice of Public Hearing Published in the DC Register"
1905104,2025-03-19,Council,6,"Public Hearing Held"
1905117,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905117,2025-01-07,Council,2,"Retained by the Council"
1905117,2025-01-07,Council,3,"Final Reading, CC"
1905117,2025-01-07,Council,4,"Approved with Resolution Number R26-0007"
1905117,2025-01-17,Council,5,"Resolution R26-0007, Effective from Jan 07, 2025 Published in DC Register Vol 72 and Page 000382"
1905130,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905130,2025-01-07,Council,2,"Referred to Committee on Committee of the Whole"
1905130,2025-01-10,Council,3,"Notice of Intent to Act on B26-0008 Published in the DC Register"
1905142,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905142,2025-01-07,Council,2,"Referred to Committee on Public Works and Operations"
1905142,2025-01-10,Council,3,"Notice of Intent to Act on B26-0017 Published in the DC Register"
1905155,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905155,2025-01-07,Council,2,"Referred to Committee on Health"
1905155,2025-01-10,Council,3,"Notice of Intent to Act on B26-0025 Published in the DC Register"
1905155,2025-02-06,Council,4,"Notice of Mark-up filed in the Office of Secretary"
1905155,2025-02-10,Council,5,"Committee Mark-up of B26-0025"
1905155,2025-02-12,Council,6,"Committee Report Filed"
1905155,2025-03-04,Council,7,"First Reading, CC"
1905155,2025-04-01,Council,8,"Final Reading, CC"
1905155,2025-04-07,Council,9,"Transmitted to Mayor, Response Due on April 22, 2025"
1905155,2025-04-22,Council,10,"Returned from Mayor"
1905155,2025-04-22,Council,11,"Signed by the Mayor and Enacted with Act Number A26-0044"
1905155,2025-04-25,Council,12,"Act A26-0044 Published in DC Register Vol 72 and Page 004878"
1905155,2025-04-28,Council,13,"Transmitted to Congress"
1905155,2025-06-20,Council,14,"Law L26-0007, Effective from Jun 10, 2025 Published in DC Register Vol 72 and Page 006762"
1905168,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905168,2025-01-07,Council,2,"Referred to Committee on Committee of the Whole"
1905168,2025-01-10,Council,3,"Notice of Intent to Act on B26-0012 Published in the DC Register"
1905180,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905180,2025-01-10,Council,2,"Notice of Intent to Act on B26-0028 Published in the DC Register"
1905180,2025-01-21,Council,3,"Referred to Committee on Judiciary and Public Safety"
1905192,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905192,2025-01-07,Council,2,"Referred to Committee on Business and Economic Development"
1905192,2025-01-10,Council,3,"Notice of Intent to Act on B26-0015 Published in the DC Register"
1905205,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905205,2025-01-07,Council,2,"Referred to Committee on Committee of the Whole"
1905205,2025-01-10,Council,3,"Notice of Intent to Act on B26-0011 Published in the DC Register"
1905205,2025-02-18,Council,4,"Committee Mark-up of B26-0011"
1905205,2025-03-04,Council,5,"Committee Report Filed"
1905205,2025-03-04,Council,6,"First Reading, CC"
1905205,2025-04-01,Council,7,"Final Reading, CC"
1905205,2025-04-22,Council,8,"Transmitted to Mayor, Response Due on May 6, 2025"
1905205,2025-04-24,Council,9,"Signed by the Mayor and Enacted with Act Number A26-0063"
1905205,2025-04-29,Council,10,"Returned from Mayor"
1905205,2025-05-01,Council,11,"Transmitted to Congress"
1905205,2025-05-02,Council,12,"Act A26-0063 Published in DC Register Vol 72 and Page 005333"
1905205,2025-06-20,Council,13,"Law L26-0011, Effective from Jun 13, 2025 Published in DC Register Vol 72 and Page 006765"
1905217,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905217,2025-01-07,Council,2,"Referred to Committee on Public Works and Operations"
1905217,2025-01-10,Council,3,"Notice of Intent to Act on B26-0016 Published in the DC Register"
1905230,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905230,2025-01-10,Council,2,"Notice of Intent to Act on PR26-0022 Published in the DC Register"
1905230,2025-01-21,Council,3,"Referred to Committee on Business and Economic Development"
1905230,2025-02-04,Council,4,"Notice of Public Hearing Published in the DC Register"
1905230,2025-02-10,Council,5,"Roundtable Hearing Held"
1905230,2025-02-21,Council,6,"Notice of Mark-up filed in the Office of Secretary"
1905230,2025-02-24,Council,7,"Committee Mark-up of PR26-0022"
1905230,2025-02-25,Council,8,"Committee Report Filed"
1905230,2025-03-04,Council,9,"Final Reading"
1905230,2025-03-04,Council,10,"Approved with Resolution Number R26-0052"
1905230,2025-03-14,Council,11,"Resolution R26-0052, Effective from Mar 04, 2025 Published in DC Register Vol 72 and Page 002679"
1905243,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905243,2025-01-07,Council,2,"Referred to Committee on Health"
1905243,2025-01-10,Council,3,"Notice of Intent to Act on B26-0024 Published in the DC Register"
1905255,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905255,2025-01-07,Council,2,"Referred to Committee on Transportation and the Environment"
1905255,2025-01-10,Council,3,"Notice of Intent to Act on B26-0009 Published in the DC Register"
1905267,2025-01-03,Council,1,"Introduced in Office of the Secretary"
1905267,2025-01-07,Council,2,"Referred to Committee on Business and Economic Development"
1905267,2025-01-10,Council,3,"Notice of Intent to Act on B26-0018 Published in the DC Register"
1905279,2025-01-06,Council,1,"Introduced in Office of the Secretary"
1905279,2025-01-07,Council,2,"Referred to Committee on Business and Economic Development"
1905279,2025-01-10,Council,3,"Notice of Intent to Act on B26-0020 Published in the DC Register"
1905279,2025-02-25,Council,4,"Notice of Public Hearing Published in the DC Register"
1905279,2025-02-28,Council,5,"Notice of Public Hearing Published in the DC Register"
1905279,2025-03-19,Council,6,"Public Hearing Held"
1928342,2025-01-07,Council,1,"Introduced in Office of the Secretary"
1928342,2025-01-21,Council,2,"Referred to Committee on Judiciary and Public Safety"
1928342,2025-01-24,Council,3,"Notice of Intent to Act on B26-0030 Published in the DC Register"
1928358,2025-01-13,Council,1,"Introduced in Office of the Secretary"
1928358,2025-01-21,Council,2,"Referred to Committee on Judiciary and Public Safety"
1928358,2025-01-24,Council,3,"Notice of Intent to Act on B26-0042 Published in the DC Register"
1928372,2025-01-08,Council,1,"Introduced in Office of the Secretary"
1928372,2025-01-21,Council,2,"Referred to Committee on Judiciary and Public Safety"
1928372,2025-01-24,Council,3,"Notice of Intent to Act on PR26-0027 Published in the DC Register"
1928388,2025-01-09,Council,1,"Introduced in Office of the Secretary"
1928388,2025-01-21,Council,2,"Retained by the Council"
1928388,2025-03-04,Council,3,"Final Reading"
1928388,2025-03-04,Council,4,"Approved with Resolution Number R26-0057"
1928388,2025-03-14,Council,5,"Resolution R26-0057, Effective from Mar 04, 2025 Published in DC Register Vol 72 and Page 002694"
1928404,2025-01-13,Council,1,"Introduced in Office of the Secretary"
1928404,2025-01-21,Council,2,"Referred to Committee on Business and Economic Development"
1928404,2025-01-24,Council,3,"Notice of Intent to Act on B26-0041 Published in the DC Register"
1928420,2025-01-13,Council,1,"Introduced in Office of the Secretary"
1928420,2025-01-21,Council,2,"Referred to Committee on Human Services"
1928420,2025-01-24,Council,3,"Notice of Intent to Act on B26-0046 Published in the DC Register"
1928420,2025-02-03,Council,4,"Referred to Committee on Housing"
1928420,2025-02-04,Council,5,"Referred to Committee on Human Services"
1928420,2025-02-07,Council,6,"Referred to Committee on Housing"
1928420,2025-03-17,Council,7,"Notice of Mark-up filed in the Office of Secretary"
1928420,2025-03-25,Council,8,"Committee Mark-up of B26-0046"
1928420,2025-03-25,Council,9,"Committee Report Filed"
1928420,2025-03-28,Council,10,"Referred to Committee on Human Services"
1928420,2025-04-01,Council,11,"AMENDMENT (CM Frumin)"
1928420,2025-04-01,Council,12,"First Reading"
1928420,2025-05-06,Council,13,"AMENDMENT IN THE NATURE OF A SUBSTITUTE  (Frumin and Parker)"
1928420,2025-05-06,Council,14,"Final Reading"
1928420,2025-05-15,Council,15,"Transmitted to Mayor, Response Due on May 30, 2025"
1928420,2025-05-28,Council,16,"Signed by the Mayor and Enacted with Act Number A26-0074"
1928420,2025-05-29,Council,17,"Returned from Mayor"
1928420,2025-06-04,Council,18,"Transmitted to Congress"
1928420,2025-06-06,Council,19,"Act A26-0074 Published in DC Register Vol 72 and Page 006447"
1928420,2025-07-18,Council,20,"Law Number L26-0020 Effective from Jul 18, 2025"
1928436,2025-01-10,Council,1,"Introduced in Office of the Secretary"
1928436,2025-01-21,Council,2,"Retained by the Council"
1928436,2025-03-04,Council,3,"Final Reading"
1928436,2025-03-11,Council,4,"Transmitted to Mayor, Response Due on March 25, 2025"
1928436,2025-03-20,Council,5,"Signed by the Mayor and Enacted with Act Number A26-0027, Expires on Jun 18, 2025"
1928436,2025-03-20,Council,6,"Returned from Mayor"
